subject,sona_id,curTime,totalTime_mins,screen_width,screen_height,window_width,window_height,age,gender,race,ethnicity,vision,comments,cog_effort_q1,cog_effort_q2,cog_effort_q3,cog_effort_q4,cog_effort_q5,cog_effort_q6,cog_effort_q7,cog_effort_q8,cog_effort_q9,cog_effort_q10,cog_effort_q11,cog_effort_q12,cog_effort_q13,cog_effort_q14,cog_effort_q15,cog_effort_q16,cog_effort_q17,cog_effort_q18
9r7ae1vknw,13517,06/04/2022@15:59:34,null,1440,900,1440,1214,20,male,white,not_hispanic,normal,When both outcomes increased I was more likely to pick the risky deck. When both outcomes decreased I was more likely to pick the safe deck as I wanted to guarantee that there would be less options to choose from. In general I was more likely to choose the safe deck.,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,strongly_disagree,strongly_disagree,somewhat_agree,strongly_agree,somewhat_agree,neutral,somewhat_disagree,somewhat_agree,strongly_disagree,neutral,somewhat_agree,neutral,somewhat_agree
l8qr44jrm5,13486,10/04/2022@18:35:49,null,1440,900,1390,1214,18,female,black,na,corrected,"I usually chose the risky option regardless of if it was adding or subtracting objects, but towards the end, I consistently chose the safe option as I felt that the risky option often led to more objects.",strongly_disagree,neutral,somewhat_disagree,somewhat_agree,strongly_disagree,somewhat_disagree,strongly_disagree,strongly_agree,strongly_disagree,somewhat_disagree,somewhat_agree,strongly_agree,strongly_disagree,somewhat_agree,strongly_disagree,strongly_agree,somewhat_agree,strongly_disagree
or1kw3umirb,13593,04/04/2022@20:41:09,null,1440,900,1215,1209,18,female,white,hispanic,normal,,neutral,neutral,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_agree,neutral,neutral,somewhat_agree,,somewhat_disagree,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_disagree,neutral
jhsebr73wi,13368,10/04/2022@12:34:07,null,1440,900,1440,1209,22,female,black,not_hispanic,corrected,"For green numbers with minus sign, I preferred the risk decks more than the safe decks, because I had nothing to lose and wanted to increase my advantage. For red numbers with plus signs, I preferred the safe decks more than the risky decks, because I wanted to minimize the risk.  ",neutral,neutral,somewhat_disagree,strongly_disagree,somewhat_disagree,somewhat_disagree,somewhat_agree,,neutral,strongly_agree,somewhat_agree,,neutral,neutral,,strongly_agree,neutral,strongly_agree
j8kgzcruxk,13405,04/04/2022@15:34:12,null,1440,900,1440,1209,19,female,no_response,hispanic,corrected,,somewhat_disagree,somewhat_agree,somewhat_disagree,neutral,neutral,somewhat_disagree,neutral,neutral,,,neutral,neutral,neutral,neutral,somewhat_agree,neutral,somewhat_disagree,somewhat_disagree
1w43d9e7kn,13384,04/04/2022@14:37:10,null,1440,900,1298,1209,21,male,white,not_hispanic,normal,,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_disagree,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,neutral
0brfnhc38jdk,13603,10/04/2022@18:59:20,null,1536,864,1519,1207,19,male,white,not_hispanic,corrected,I chose the risky deck every time. I liked the potential of getting an easy round with 4 objects (so I could get through the task faster) and I wanted to test how well I could do the rounds with an extra 28 object. Other than that I just wanted to go fast.,strongly_agree,somewhat_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,neutral,neutral,somewhat_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,somewhat_disagree,somewhat_disagree,strongly_agree
03b2uyxbciy,13515,06/04/2022@17:59:19,null,1536,1024,1519,1215,20,male,white,not_hispanic,normal,"Don't gamble when green, gamble when  red",neutral,somewhat_agree,somewhat_disagree,somewhat_disagree,strongly_disagree,somewhat_agree,somewhat_disagree,somewhat_disagree,somewhat_disagree,strongly_agree,somewhat_agree,somewhat_disagree,somewhat_agree,strongly_agree,strongly_agree,strongly_disagree,somewhat_disagree,somewhat_agree
sba0r5stphl,13472,15/04/2022@16:30:39,null,1280,800,1265,1214,20,no_answer,white,not_hispanic,normal,,somewhat_agree,strongly_agree,somewhat_disagree,strongly_disagree,strongly_disagree,somewhat_agree,somewhat_disagree,strongly_disagree,somewhat_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,neutral,strongly_agree,neutral,strongly_disagree,strongly_agree
ghpx4h510xl,13401,04/04/2022@17:56:13,null,1440,900,1440,1209,19,male,white,not_hispanic,normal,,somewhat_disagree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
45a8gnuwmsi,13468,04/04/2022@16:13:57,null,1680,1050,1680,1214,19,female,white,not_hispanic,impaired,,neutral,neutral,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_disagree,somewhat_disagree,somewhat_disagree,somewhat_disagree,neutral,neutral,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_agree,neutral
vt5w63tdsrd,13363,04/04/2022@20:06:16,null,1366,768,1301,1210,19,male,white,hispanic,corrected,"Consistently throughout the blocks, I chose the card that had one lower option. Taking risks with the hopes that I would get a 0 would probably lead me to get frustrated or tired if I happened to land a +28. Consistency is reliable and the path worth taking. When all outcomes were decreases in objects, I chose the two option card when I got the feeling to, but overall only chose the one option card. Once again, consistency is important to getting through things. ",somewhat_agree,strongly_agree,somewhat_disagree,strongly_disagree,strongly_disagree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_agree,strongly_agree,somewhat_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,somewhat_agree,somewhat_agree,somewhat_disagree
r9gphosnlbf,13385,09/04/2022@21:11:43,null,1280,800,1280,1209,20,male,white,not_hispanic,corrected,"risky with red decks, conservative w green",somewhat_disagree,somewhat_agree,neutral,somewhat_disagree,strongly_disagree,somewhat_agree,strongly_agree,somewhat_disagree,neutral,somewhat_agree,strongly_agree,somewhat_disagree,somewhat_agree,neutral,strongly_agree,somewhat_agree,somewhat_disagree,somewhat_agree
pd2t29toulo,13516,08/04/2022@21:50:12,null,1280,720,1263,1207,19,female,other,not_hispanic,normal,"Decreased objects prefered less to look
",somewhat_disagree,somewhat_disagree,neutral,somewhat_disagree,somewhat_agree,somewhat_disagree,neutral,neutral,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_agree,neutral,neutral,somewhat_disagree,somewhat_agree,somewhat_disagree
e53wxbh83hm,13333,15/04/2022@08:32:19,null,1440,900,1440,1214,19,female,black,not_hispanic,corrected,Sometimes I found myself picking the risky deck more since there was the option of either no change or less cards that I would have to sort through which would make the task way easier being that I would only have to sort through fewer cards to find the correct one. ,strongly_agree,somewhat_agree,neutral,somewhat_disagree,neutral,somewhat_disagree,somewhat_disagree,somewhat_agree,strongly_agree,neutral,strongly_agree,strongly_disagree,,somewhat_agree,somewhat_agree,strongly_agree,somewhat_disagree,neutral
pfiux6w976s,13508,08/04/2022@18:13:48,null,2560,1440,2462,1247,Prefer not to respond,no_answer,no_response,no_response,no_response,I always went for the consistent problems. You could do it faster when you knew what to expect. ,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,somewhat_agree,somewhat_agree,neutral,somewhat_disagree,,somewhat_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,somewhat_disagree,somewhat_agree,somewhat_agree
rn0bdu0slb,13469,11/04/2022@14:48:52,null,1440,900,1440,1214,19,male,white,not_hispanic,normal,I preferred to take the gamble when it was the green numbers rather than the red numbers ,somewhat_agree,neutral,neutral,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_disagree,neutral,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,neutral,somewhat_agree,somewhat_agree,neutral,somewhat_disagree,somewhat_agree
e1yir6ug0s6,13388,09/04/2022@17:33:37,null,1440,900,1289,1209,19,male,white,not_hispanic,normal,"I preferred the outcomes when all the outcomes were decreases, because it made the choice easier to make",somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_disagree,strongly_disagree,somewhat_agree,neutral,strongly_agree,neutral,somewhat_disagree,somewhat_agree,somewhat_disagree,neutral,neutral,somewhat_agree,somewhat_disagree,neutral
69hq0wg5cd6,13449,04/04/2022@15:18:50,null,1504,1003,1487,1207,18,male,white,not_hispanic,normal,risky one,somewhat_agree,somewhat_agree,neutral,neutral,neutral,neutral,neutral,somewhat_disagree,neutral,neutral,neutral,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_agree,neutral,somewhat_agree
8zxmcwpjlz,13528,12/04/2022@23:39:28,null,1440,900,1440,1214,19,female,white,not_hispanic,normal,"Something that drove my decisions were the green numbers. I was more likely to gamble when the green numbers were present because 0 was the worst outcome, whereas 0 was not the worst outcome when the numbers were red.",strongly_disagree,neutral,somewhat_disagree,somewhat_disagree,neutral,strongly_disagree,strongly_disagree,somewhat_disagree,somewhat_agree,somewhat_agree,strongly_disagree,,neutral,strongly_agree,strongly_agree,neutral,somewhat_disagree,somewhat_agree
20gvzcsl3j,13354,05/04/2022@21:14:41,null,1440,900,1440,1209,18,female,white,not_hispanic,corrected,I preferred when all outcomes were decreases in objects because it was easier to distinguish what was the target object and what was not the target object.,neutral,somewhat_agree,neutral,neutral,neutral,neutral,somewhat_disagree,neutral,neutral,neutral,somewhat_agree,somewhat_disagree,neutral,neutral,neutral,neutral,somewhat_disagree,somewhat_agree
7do2h64oeso,13598,04/04/2022@15:08:35,null,1440,900,1440,1214,20,male,white,not_hispanic,normal,It was often tempting to go with the safe deck because it took less to find the correct answer.,neutral,somewhat_agree,somewhat_disagree,neutral,neutral,somewhat_agree,somewhat_disagree,neutral,neutral,neutral,somewhat_agree,somewhat_disagree,neutral,neutral,neutral,somewhat_agree,neutral,neutral
tccbf44h8j,13408,01/04/2022@18:55:43,null,1920,1080,1903,1194,18,male,white,not_hispanic,normal,I felt like if I chose the deck with the single option I had a better chance of choosing the good option of the two option deck next time. I also usually picked the two-choice deck if it was decreasing the outcome because it's either 0 or less and I don't mind having 32 options.,somewhat_disagree,somewhat_agree,strongly_disagree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_disagree,strongly_agree,somewhat_agree,strongly_disagree,somewhat_disagree,strongly_agree,strongly_agree,somewhat_agree,somewhat_disagree,somewhat_agree
t1afdcgdp8f,13607,04/04/2022@18:36:41,null,1440,900,1440,1209,19,male,asian,not_hispanic,impaired,I would once in a while click the risky option but mostly stayed with the safe option.,neutral,neutral,neutral,neutral,neutral,neutral,somewhat_agree,somewhat_agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
64o9tvhe3g5,13601,06/04/2022@12:49:25,null,1440,900,1440,1209,19,male,"white,no_response",not_hispanic,corrected,I preferred to not take the riskier option in most scenarios. ,somewhat_disagree,somewhat_agree,strongly_agree,strongly_disagree,strongly_disagree,,somewhat_disagree,somewhat_disagree,somewhat_disagree,somewhat_disagree,somewhat_agree,somewhat_disagree,somewhat_agree,,somewhat_agree,somewhat_disagree,somewhat_disagree,somewhat_disagree
dx35pgpsnac,13529,04/04/2022@16:26:49,null,1440,900,1440,1207,18,female,white,not_hispanic,normal,,neutral,strongly_disagree,somewhat_agree,somewhat_agree,neutral,strongly_disagree,somewhat_agree,somewhat_agree,strongly_agree,somewhat_disagree,somewhat_disagree,somewhat_disagree,neutral,somewhat_disagree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_disagree
s0ydgiozza,13427,10/04/2022@18:15:44,null,1440,900,1090,1209,19,male,white,not_hispanic,normal,,somewhat_disagree,somewhat_agree,neutral,somewhat_agree,strongly_disagree,strongly_disagree,somewhat_agree,strongly_agree,somewhat_agree,neutral,somewhat_agree,somewhat_disagree,somewhat_disagree,somewhat_agree,neutral,strongly_agree,somewhat_agree,somewhat_agree
tmg28q4kgys,13577,01/04/2022@18:24:58,null,1440,900,1440,1209,18,female,white,hispanic,normal,,somewhat_agree,neutral,neutral,strongly_agree,strongly_agree,somewhat_agree,somewhat_agree,somewhat_agree,,neutral,somewhat_disagree,somewhat_disagree,somewhat_agree,strongly_agree,somewhat_agree,neutral,somewhat_disagree,somewhat_agree
qtql5q5cnen,11059,11/04/2022@18:31:31,null,1920,1080,1903,1194,21,male,white,not_hispanic,normal,,somewhat_disagree,strongly_agree,strongly_disagree,somewhat_agree,neutral,somewhat_agree,somewhat_agree,strongly_agree,neutral,somewhat_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,somewhat_agree,somewhat_agree,strongly_agree,strongly_agree
x16vly1so4g,13828,11/04/2022@12:22:02,null,1300,731,1300,1201,19,female,white,not_hispanic,corrected,I preferred the risky deck when both options were red and positive specifically when the safe deck was a red +14,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_disagree,,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_disagree,somewhat_agree
ona7wm1prkc,12779,11/04/2022@20:44:29,null,1440,900,1440,1207,19,male,white,not_hispanic,corrected,i did not seem to care as much about the risk of the minus numbers compared to the plus.,somewhat_disagree,neutral,somewhat_disagree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_disagree,somewhat_agree,somewhat_agree,somewhat_agree,somewhat_disagree,neutral,somewhat_disagree,strongly_disagree,neutral
mxchxf54fp8,13583,13/04/2022@00:21:10,null,1440,900,1440,1209,20,female,"white,asian",not_hispanic,corrected,,somewhat_disagree,neutral,somewhat_disagree,neutral,somewhat_disagree,somewhat_disagree,somewhat_disagree,somewhat_agree,somewhat_agree,neutral,strongly_agree,somewhat_disagree,strongly_agree,somewhat_agree,,neutral,,neutral
l3h29t9dzjb,13539,05/04/2022@12:51:41,null,1280,720,1263,1208,20,male,white,not_hispanic,corrected,When the numbers were positive I would go risky because at that point there was already extra numbers. When the numbers were positive I still usually chose risky to try to make it really easy but I sometimes chose the safe route.,neutral,neutral,somewhat_disagree,somewhat_disagree,strongly_disagree,somewhat_agree,somewhat_agree,somewhat_disagree,neutral,somewhat_agree,somewhat_agree,somewhat_disagree,neutral,neutral,somewhat_agree,neutral,somewhat_disagree,somewhat_disagree
